Set,CN,Name,R,La,Artist
PLST,TMP-158,Souldrinker,U,EN,Dermot Power
PLST,FRF-27,Soulfire Grand Master,M,EN,Johannes Voss
PLST,MM3-185,Soul Manipulation,U,EN,Carl Critchlow
PLST,M15-35,Soulmender,C,EN,James Ryman
PLST,M15-231,Soul of New Phyrexia,M,EN,Daarken
PLST,M15-163,Soul of Shandalar,M,EN,Raymond Swanland
PLST,M15-201,Soul of Zendikar,M,EN,Vincent Proce
PLST,DDO-24,Soul Parry,C,EN,Igor Kieryluk
PLST,ROE-44,Soul's Attendant,C,EN,Steve Prescott
PLST,EVE-45,Soul Snuffers,U,EN,Izzy
PLST,MH1-30,Soul-Strike Technique,C,EN,Joe Slucher
PLST,FRF-26,Soul Summons,C,EN,Johann Bodin
PLST,MM3-24,Soul Warden,C,EN,Randy Gallegos
PLST,WAR-68,Spark Double,R,EN,Eric Deschamps
PLST,DDN-48,Sparkmage Apprentice,C,EN,Jaime Jones
PLST,WAR-106,Spark Reaper,C,EN,Zoltan Boros
PLST,ONS-235,Sparksmith,C,EN,Jim Nelson
PLST,UMA-149,Sparkspitter,C,EN,Dan Murayama Scott
PLST,M19-159,Sparktongue Dragon,C,EN,Daarken
PLST,AKH-29,Sparring Mummy,C,EN,Ryan Pancoast
PLST,C18-163,Spawning Grounds,R,EN,Vincent Proce
PLST,TD2-69,Spawning Pit,U,EN,Tony Szczudlo
PLST,CMD-171,Spawnwrithe,R,EN,Daarken
PLST,M21-38,Speaker of the Heavens,R,EN,Randy Vargas
PLST,MH2-64,Specimen Collector,U,EN,Ravenna Tran
PLST,TSP-217,Spectral Force,R,EN,Dan Murayama Scott
PLST,DDQ-19,Spectral Gateguards,C,EN,Wayne England
PLST,SHM-23,Spectral Procession,U,EN,Jeremy Enecio
PLST,M20-76,Spectral Sailor,U,EN,Cristi Balanescu
PLST,LGN-83,Spectral Sliver,U,EN,Pete Venters
PLST,10E-343,Spellbook,U,EN,Andrew Goldhawk
PLST,ARB-90,Spellbound Dragon,R,EN,Jesper Ejsing
PLST,EXO-104,Spellshock,U,EN,Thomas M. Baxa
PLST,DIS-33,Spell Snare,U,EN,Hideaki Takamura
PLST,LRW-89,Spellstutter Sprite,C,EN,Rebecca Guay
PLST,XLN-82,Spell Swindle,R,EN,Victor Adame Minguez
PLST,GPT-18,Spelltithe Enforcer,R,EN,Greg Staples
PLST,FUT-59,Spellweaver Volute,R,EN,Bud Cook
PLST,CMR-99,Sphinx of the Second Sun,M,EN,Antonio José Manzanedo
PLST,RVR-228,Sphinx's Revelation,R,EN,Slawomir Maniak
PLST,ORI-76,Sphinx's Tutelage,U,EN,Slawomir Maniak
PLST,MMQ-273,Spidersilk Armor,C,EN,Scott Hampton
PLST,CMA-149,Spider Spawning,U,EN,Daniel Ljunggren
PLST,STH-117,Spike Colony,C,EN,Douglas Shuler
PLST,TSB-84,Spike Feeder,R,EN,Heather Hudson
PLST,A25-152,Spikeshot Goblin,U,EN,Jason Kang
PLST,PCY-48,Spiketail Drake,U,EN,Michael Sutfin
PLST,EXO-128,Spike Weaver,R,EN,Mike Raabe
PLST,USG-160,Spined Fluke,U,EN,Mark A. Nelson
PLST,M21-72,Spined Megalodon,C,EN,Daniel Ljunggren
PLST,NPH-45,Spined Thopter,C,EN,Pete Venters
PLST,C20-316,Spinerock Knoll,R,EN,Steve Prescott
PLST,ARC-8,Spin into Myth,U,EN,David Day
PLST,MM3-52,Spire Monitor,C,EN,Daniel Ljunggren
PLST,NEO-38,Spirited Companion,C,EN,Ilse Gort
PLST,FUT-17,Spirit en-Dal,U,EN,Daren Bader
PLST,10E-45,Spirit Link,U,EN,Kev Walker
PLST,M12-35,Spirit Mantle,U,EN,Izzy
PLST,BNG-27,Spirit of the Labyrinth,R,EN,Jason Chan
PLST,MOR-105,Spitebellows,U,EN,Larry MacDougall
PLST,JMP-26,Spiteful Prankster,U,EN,Antonio José Manzanedo
PLST,EVE-147,Spitemare,U,EN,Matt Cavotta
PLST,P02-116,Spitting Earth,C,EN,David Horne
PLST,IKO-32,Splendor Mare,U,EN,Lucas Graciano
PLST,MH1-31,Splicer's Skill,U,EN,Jason Felix
PLST,ROE-165,Splinter Twin,R,EN,Goran Josic
PLST,ZNR-237,Spoils of Adventure,U,EN,Zezhou Chen
PLST,M14-196,Sporemound,C,EN,Svetlin Velinov
PLST,DOM-180,Spore Swarm,U,EN,Mathias Kollros
PLST,XLN-125,Spreading Rot,C,EN,Yeong-Hao Han
PLST,ZEN-70,Spreading Seas,C,EN,Jung Park
PLST,EVE-15,Springjack Shepherd,U,EN,Thomas Denmark
PLST,EMA-73,Sprite Noble,U,EN,Randy Gallegos
PLST,MM3-189,Sprouting Thrinax,U,EN,Jarreau Wimberly
PLST,FUT-138,Sprout Swarm,C,EN,Chippy
PLST,CN2-79,Spy Kit,U,EN,Aaron Miller
PLST,APC-122,Squee's Embrace,C,EN,Rebecca Guay
PLST,APC-123,Squee's Revenge,U,EN,Kev Walker
PLST,ODY-273,Squirrel Mob,R,EN,Carl Critchlow
PLST,ODY-274,Squirrel Nest,U,EN,Anthony S. Waters
PLST,PCY-127,Squirrel Wrangler,R,EN,Carl Critchlow
PLST,M15-116,Stab Wound,U,EN,Scott Chou
PLST,5DN-156,Staff of Domination,R,EN,Ben Thompson
PLST,IMA-147,Staggershock,U,EN,Raymond Swanland
PLST,C17-7,Stalking Leonin,R,EN,Zoltan Boros
PLST,MRD-284,Stalking Stones,U,EN,David Day
PLST,W17-28,Stalking Tiger,C,EN,Terese Nielsen
PLST,SOI-136,Stallion of Ashmouth,C,EN,Chris Rahn
PLST,IMA-32,Stalwart Aven,C,EN,Scott Murphy
PLST,APC-18,Standard Bearer,C,EN,Ron Spencer
PLST,DST-84,Stand Together,U,EN,Luca Zontini
PLST,A25-218,Stangg,U,EN,Izzy
PLST,PLS-134,Star Compass,U,EN,Donato Giancola
PLST,M19-38,Star-Crowned Stag,C,EN,Jonathan Kuo
PLST,TMP-205,Starke of Rath,R,EN,Dan Frazier
PLST,POR-30,Starlit Angel,U,EN,Rebecca Guay
PLST,KHM-380,Starnheim Aspirant,U,EN,Kieran Yanner
PLST,XLN-161,Star of Extinction,M,EN,Chris Rahn
PLST,MID-78,Startle,C,EN,Craig J Spearing
PLST,BFZ-50,Stasis Snare,U,EN,Jason Felix
PLST,PBFZ-50,Stasis Snare,U,EN,Slawomir Maniak
PLST,DDN-61,Stave Off,C,EN,Mark Zug
PLST,HOU-24,Steadfast Sentinel,C,EN,Karl Kopinski
PLST,CLB-44,Steadfast Unicorn,C,EN,John Thacker
PLST,MM2-58,Steady Progress,C,EN,Efrem Palacios
PLST,PCY-79,Steal Strength,C,EN,D. Alexander Gregory
PLST,UST-93,Steamflogger Boss,R,EN,Warren Mahy
PLST,SHM-150,Steel of the Godhead,C,EN,Jason Chan
PLST,ZEN-36,Steppe Lynx,C,EN,Nic Klein
PLST,CLB-661,Stick Together,R,EN,Dave Greco
PLST,SNC-124,Sticky Fingers,C,EN,Mark Behm
PLST,EVE-62,Stigma Lasher,R,EN,Aleksi Briclot
PLST,M12-197,Stingerfling Spider,U,EN,Dave Allsop
PLST,MMQ-107,Stinging Barrier,C,EN,Pat Lewis
PLST,AKH-189,Stinging Shot,C,EN,Scott Murphy
PLST,PLC-107,Stingscourger,C,EN,Wayne Reynolds
PLST,GK1-53,Stinkweed Imp,C,EN,Nils Hamm
PLST,DST-16,Stir the Pride,U,EN,Matt Cavotta
PLST,AKH-110,Stir the Sands,U,EN,David Gaillet
PLST,DDQ-49,Stitched Drake,C,EN,Chris Rahn
PLST,M19-121,Stitcher's Supplier,U,EN,Chris Seaman
PLST,JUD-72,Stitch Together,U,EN,Arnie Swekel
PLST,SOI-231,Stoic Builder,C,EN,Howard Lyon
PLST,M15-164,Stoke the Flames,U,EN,Ryan Barger
PLST,PLC-19,Stonecloaker,U,EN,Tomas Giorello
PLST,ELD-235,Stonecoil Serpent,R,EN,Mark Poole
PLST,DDI-55,Stone Giant,U,EN,Warren Mahy
PLST,BFZ-51,Stone Haven Medic,C,EN,Anna Steinbauer
PLST,JMP-6,Stone Haven Pilgrim,U,EN,Cristi Balanescu
PLST,2XM-32,Stonehewer Giant,R,EN,Steve Prescott
PLST,M12-37,Stonehorn Dignitary,C,EN,Dave Kendall
PLST,POR-151,Stone Rain,C,EN,John Matson
PLST,MOR-51,Stonybrook Banneret,C,EN,Ralph Horsley
PLST,MOR-25,Stonybrook Schoolmaster,C,EN,Quinton Hoover & Val Mayerik
PLST,E01-58,Stormblood Berserker,U,EN,Min Yum
PLST,DKA-51,Stormbound Geist,C,EN,Dan Murayama Scott
PLST,M21-335,Storm Caller,C,EN,Manuel Castañón
PLST,CN2-207,Stormchaser Chimera,U,EN,Greg Staples
PLST,POR-69,Storm Crow,C,EN,Una Fricker
PLST,9ED-100,Storm Crow,C,EN,John Matson
PLST,FUT-122,Storm Entity,U,EN,Lucio Parrillo
PLST,GPT-19,Storm Herd,R,EN,Jim Nelson
PLST,STX-115,Storm-Kiln Artist,U,EN,Manuel Castañón
PLST,PLS-35,Stormscape Battlemage,U,EN,Christopher Moeller
PLST,XLN-85,Storm Sculptor,C,EN,Sidharth Chaturvedi
PLST,MOM-206,Storm the Seedcore,U,EN,Jason Rainville
PLST,PCY-50,Stormwatch Eagle,C,EN,Aaron Boyd
PLST,PLS-73,Strafe,U,EN,Jim Nelson
PLST,WTH-82,Strands of Night,U,EN,Patrick Kochakji
PLST,DKA-127,Strangleroot Geist,U,EN,Jason Chan
PLST,PDKA-127,Strangleroot Geist,U,EN,Erica Yang
PLST,HOU-47,Strategic Planning,C,EN,Matt Stewart
PLST,MH1-71,Stream of Thought,C,EN,Seb McKinnon
PLST,MOM-207,Streetwise Negotiator,U,EN,Brent Hollowell
PLST,A25-108,Street Wraith,U,EN,Cyril Van Der Haegen
PLST,MM3-138,Strength in Numbers,C,EN,Ron Spencer
PLST,APC-86,Strength of Night,C,EN,John Avon
PLST,HOU-48,Striped Riverwinder,C,EN,Craig J Spearing
PLST,USG-100,Stroke of Genius,R,EN,Stephen Daniele
PLST,CSP-71,Stromgald Crusader,U,EN,Volkan Baǵa
PLST,DKA-143,Stromkirk Captain,U,EN,Jana Schirmer & Johannes Voss
PLST,CN2-149,Stromkirk Patrol,C,EN,Karl Kopinski
PLST,KHM-196,Struggle for Skemfar,C,EN,Bram Sels
PLST,ROE-47,Student of Warfare,R,EN,Volkan Baǵa
PLST,CN2-38,Stunt Double,R,EN,Joseph Meehan
PLST,MIR-147,Stupor,U,EN,Mike Kimble
PLST,M21-162,"Subira, Tulzidi Caravanner",R,EN,Leesha Hannigan
PLST,M21-74,Sublime Epiphany,R,EN,Lindsey Look
PLST,NEM-48,Submerge,U,EN,Mark Romanoski
PLST,KLD-100,Subtle Strike,C,EN,David Palumbo
PLST,E01-59,Sudden Demise,R,EN,Dan Murayama Scott
PLST,IKO-171,Sudden Spinnerets,C,EN,Nicholas Gregory
PLST,IKO-100,Suffocating Fumes,C,EN,Anastasia Ovchinnikova
PLST,NEO-81,Suit Up,C,EN,Miguel Mercado
PLST,DOM-247,Sulfur Falls,R,EN,Cliff Childs
PLST,CMA-88,Sulfurous Blast,U,EN,Jeff Miracola
PLST,KTK-204,Sultai Charm,U,EN,Mathias Kollros
PLST,FRF-86,Sultai Runemark,C,EN,Volkan Baǵa
PLST,KTK-205,Sultai Soothsayer,U,EN,Cynthia Sheppard
PLST,WWK-114,Summit Apes,U,EN,Véronique Meignaud
PLST,DTK-160,Summit Prowler,C,EN,Filip Burburan
PLST,CLB-151,Summon Undead,C,EN,Dallas Williams
PLST,CMM-61,Sunblade Angel,C,EN,Johannes Voss
PLST,SOM-22,Sunblast Angel,R,EN,Jason Chan
PLST,XLN-164,Sun-Crowned Hunters,C,EN,Aaron Miller
PLST,USG-101,Sunder,R,EN,Stephen Daniele
PLST,MOM-39,Sunder the Gateway,C,EN,Titus Lunter
PLST,M12-218,Sundial of the Infinite,R,EN,Vincent Proce
PLST,MKC-297,Sungrass Prairie,R,EN,Ron Spencer
PLST,MM2-34,Sunlance,C,EN,Volkan Baǵa
PLST,DMU-257,Sunlit Marsh,C,EN,Marc Simonetti
PLST,M10-228,Sunpetal Grove,R,EN,Jason Chan
PLST,XLN-40,Sunrise Seeker,C,EN,Filip Burburan
PLST,PLS-16,Sunscape Battlemage,U,EN,Tony Szczudlo
PLST,PLS-17,Sunscape Familiar,C,EN,Brian Despain
PLST,DTK-41,Sunscorch Regent,R,EN,Matt Stewart
PLST,HOU-166,Sunset Pyramid,U,EN,Jonas De Ro
PLST,NCC-210,Sun Titan,M,EN,Todd Lockwood
PLST,E01-21,Sun Titan,M,EN,Todd Lockwood
PLST,HOP-128,Suntouched Myr,C,EN,Greg Hildebrandt
PLST,GN3-62,Supernatural Stamina,C,EN,Christopher Moeller
PLST,JMP-7,Supply Runners,U,EN,Chris Seaman
PLST,ORI-34,Suppression Bonds,C,EN,Chris Rallis
PLST,IMA-210,Supreme Verdict,R,EN,Sam Burley
PLST,HOU-49,Supreme Will,U,EN,Alayna Danner
PLST,MIR-94,Suq'Ata Firewalker,U,EN,David O'Connor
PLST,GRN-118,Sure Strike,C,EN,Steve Argyle
PLST,MOM-41,Surge of Salvation,U,EN,Dominik Mayer
PLST,ONE-243,Surgical Skullbomb,C,EN,Gaboleps
PLST,DDO-43,Surrakar Banisher,C,EN,Matt Cavotta
PLST,IMA-34,Survival Cache,C,EN,Scott Chou
PLST,SOI-41,Survive the Night,C,EN,Svetlin Velinov
PLST,HOU-184,Survivors' Encampment,C,EN,Jonas De Ro
PLST,M19-246,Suspicious Bookcase,U,EN,Anastasia Ovchinnikova
PLST,NPH-25,Suture Priest,C,EN,Igor Kieryluk
PLST,KHM-230,"Svella, Ice Shaper",U,EN,Andrew Mar
PLST,JMP-59,Swamp,C,EN,Adam Paquette
PLST,WOE-271,Swamp,C,EN,Jonas De Ro
PLST,MKM-282,Swamp,C,EN,Carlos Palma Cruchaga
PLST,LCI-398,Swamp,C,EN,Adam Paquette
PLST,HOU-195,Swamp,C,EN,Mark Zug
PLST,MM2-199,Swans of Bryn Argoll,R,EN,Eric Fortune
PLST,AFR-162,Swarming Goblins,C,EN,Andrew Mar
PLST,P02-89,Swarm of Rats,C,EN,Kev Walker
PLST,XLN-167,Swashbuckling,C,EN,Josu Hernaiz
PLST,AER-100,Sweatworks Brawler,C,EN,Zack Stella
PLST,MOR-26,Swell of Courage,U,EN,Jim Nelson
PLST,JUD-101,Swelter,U,EN,Ben Thompson
PLST,M12-219,Swiftfoot Boots,U,EN,Svetlin Velinov
PLST,A25-234,Swiftfoot Boots,U,EN,Svetlin Velinov
PLST,RTR-26,Swift Justice,C,EN,Karl Kopinski
PLST,KTK-122,Swift Kick,C,EN,Mathias Kollros
PLST,C18-284,Swiftwater Cliffs,C,EN,Eytan Zana
PLST,2XM-296,Sword of Feast and Famine,M,EN,Chris Rahn
PLST,ORI-240,Sword of the Animist,R,EN,Daniel Ljunggren
PLST,E01-89,Sword of the Animist,R,EN,Daniel Ljunggren
PLST,STH-141,Sword of the Chosen,R,EN,Adam Rex
PLST,M11-216,Sword of Vengeance,R,EN,Dan Murayama Scott
PLST,2XM-300,Sword of War and Peace,M,EN,Chris Rahn
PLST,VOC-99,Swords to Plowshares,U,EN,Jesper Ejsing
PLST,C16-78,Swords to Plowshares,U,EN,Terese Nielsen
PLST,ZNC-103,"Sygg, River Cutthroat",R,EN,Jeremy Enecio
PLST,E01-74,Sylvan Bounty,C,EN,Chris Rahn
PLST,BFZ-192,Sylvan Scrying,U,EN,Daniel Ljunggren
PLST,USG-275,Symbiosis,C,EN,Jeff Miracola
PLST,ONS-287,Symbiotic Beast,U,EN,Franz Vohwinkel
PLST,POR-70,Symbol of Unsummoning,C,EN,Adam Rex
PLST,DOM-67,Syncopate,C,EN,Tommy Arnold
PLST,GTC-26,Syndic of Tithes,C,EN,Steve Prescott
PLST,ELD-32,"Syr Alin, the Lion's Claw",U,EN,Paul Scott Canavan
PLST,ELD-67,"Syr Elenora, the Discerning",U,EN,Mila Pesic
PLST,ELD-107,"Syr Konrad, the Grim",U,EN,Anna Steinbauer
PLST,MH2-214,"Sythis, Harvest's Hand",R,EN,Ryan Yee
PLST,DMU-182,Tail Swipe,U,EN,Ângelo Bortolini
PLST,TOR-143,Tainted Wood,U,EN,Rob Alexander
PLST,OGW-145,Tajuru Pathwarden,C,EN,Victor Adame Minguez
PLST,BFZ-195,Tajuru Warcaller,U,EN,Anastasia Ovchinnikova
PLST,KLD-170,Take Down,C,EN,Izzy
PLST,M19-40,Take Vengeance,C,EN,Randy Vargas
PLST,ME4-66,Talas Researcher,U,EN,Kaja Foglio
PLST,C21-269,Talisman of Creativity,U,EN,Lindsey Look
PLST,M19-202,Talons of Wildwood,C,EN,Uriah Voth
PLST,M13-73,Talrand's Invocation,U,EN,Svetlin Velinov
PLST,DDS-11,"Talrand, Sky Summoner",R,EN,Svetlin Velinov
PLST,WAR-220,"Tamiyo, Collector of Tales",R,EN,Chase Stone
PLST,SOI-265,Tamiyo's Journal,R,EN,Chase Stone
PLST,MM3-53,Tandem Lookout,C,EN,Kev Walker
PLST,BBD-112,Tandem Tactics,C,EN,David Gaillet
PLST,INV-213,Tangle,U,EN,John Avon
PLST,DTK-246,Tapestry of the Ages,U,EN,Yeong-Hao Han
PLST,DDT-55,Tarfire,C,EN,Omar Rayyan
PLST,FUT-153,Tarmogoyf,R,EN,Justin Murray
PLST,OGW-90,Tar Snare,C,EN,Karl Kopinski
PLST,AFR-78,Tasha's Hideous Laughter,R,EN,Ilse Gort
PLST,DOM-206,"Tatyova, Benthic Druid",U,EN,Mathias Kollros
PLST,NEC-111,Taurean Mauler,R,EN,Dominick Domingo
PLST,MOR-109,Taurean Mauler,R,EN,Dominick Domingo
PLST,CM2-122,Taurean Mauler,R,EN,Dominick Domingo
PLST,MH2-144,Tavern Scoundrel,C,EN,Cynthia Sheppard
PLST,BBD-162,Tavern Swindler,U,EN,Cynthia Sheppard
PLST,C18-45,"Tawnos, Urza's Apprentice",M,EN,Matt Stewart
PLST,ZNR-44,"Tazri, Beacon of Unity",M,EN,Chris Rahn
PLST,DMU-183,Tear Asunder,U,EN,Dave Kendall
PLST,C14-313,Tectonic Edge,U,EN,Vincent Proce
PLST,M19-162,Tectonic Rift,U,EN,John Avon
PLST,DOM-207,"Teferi, Hero of Dominaria",M,EN,Chris Rallis
PLST,IMA-75,"Teferi, Mage of Zhalfir",R,EN,Volkan Baǵa
PLST,VIS-22,Teferi's Honor Guard,U,EN,Cecil Fernando
PLST,C17-8,Teferi's Protection,R,EN,Chase Stone
PLST,8ED-316,Teferi's Puzzle Box,R,EN,Donato Giancola
PLST,WTH-53,Teferi's Veil,U,EN,Brom
PLST,C14-19,"Teferi, Temporal Archmage",M,EN,Tyler Jacobson
PLST,INV-313,Tek,R,EN,Chippy
PLST,TSP-84,Telekinetic Sliver,U,EN,Randy Elliott
PLST,XLN-86,Tempest Caller,U,EN,Ryan Alexander Lee
PLST,DOM-68,Tempest Djinn,R,EN,Zezhou Chen
PLST,P02-23,Temple Acolyte,C,EN,Lubov
PLST,M21-252,Temple of Epiphany,R,EN,Adam Paquette
PLST,C21-326,Temple of the False God,U,EN,James Zapata
PLST,C18-285,Temple of the False God,U,EN,James Zapata
PLST,DDS-12,Temporal Fissure,C,EN,Seb McKinnon
PLST,TSP-43,Temporal Isolation,C,EN,Stephen Tappin
PLST,UMA-77,Temporal Manipulation,M,EN,Franz Vohwinkel
PLST,MM3-54,Temporal Mastery,M,EN,Franz Vohwinkel
PLST,APC-125,Temporal Spring,C,EN,John Matson
PLST,ONS-291,Tempting Wurm,R,EN,Bob Petillo
PLST,C16-170,Tempt with Discovery,R,EN,William Wu
PLST,CMR-417,Temur Battle Rage,C,EN,Jaime Jones
PLST,FRF-116,Temur Battle Rage,C,EN,Jaime Jones
PLST,FRF-141,Temur Sabertooth,U,EN,Mike Sass
PLST,SOI-42,Tenacity,U,EN,Zoltan Boros
PLST,BOK-165,Tendo Ice Bridge,R,EN,Rob Alexander
PLST,C14-166,Tendrils of Corruption,C,EN,Vance Kovacs
PLST,MM2-37,Terashi's Grasp,C,EN,Mark Tedin
PLST,MIR-43,Teremko Griffin,C,EN,Martin McKenna
PLST,P09-9,Terminate,R,EN,Thomas M. Baxa
PLST,CMA-195,Terminate,C,EN,Wayne Reynolds
PLST,KLD-272,Terrain Elemental,C,EN,Magali Villeneuve
PLST,NEM-143,Terrain Generator,U,EN,Alan Pollack
PLST,JMP-78,Terramorphic Expanse,C,EN,Andreas Rocha
PLST,TSP-279,Terramorphic Expanse,C,EN,Dan Murayama Scott
PLST,DDP-24,Territorial Baloth,C,EN,Jesper Ejsing
PLST,XLN-41,Territorial Hammerskull,C,EN,Lars Grant-West
PLST,10E-182,Terror,C,EN,Adam Rex
PLST,MUL-12,"Tetsuko Umezawa, Fugitive",U,EN,Serena Malyon
PLST,DOM-69,"Tetsuko Umezawa, Fugitive",U,EN,Randy Vargas
PLST,CMR-153,"Tevesh Szat, Doom of Fools",M,EN,Livia Prima
PLST,WAR-32,"Teyo, the Shieldmage",U,EN,Magali Villeneuve
PLST,M19-79,"Tezzeret, Artifice Master",M,EN,Josh Hass
PLST,AER-191,Tezzeret's Betrayal,R,EN,Tyler Jacobson
PLST,NPH-47,Tezzeret's Gambit,U,EN,Karl Kopinski
PLST,EMN-47,Thalia's Lancers,R,EN,David Palumbo
PLST,SOI-43,Thalia's Lieutenant,R,EN,Johannes Voss
PLST,DOM-106,Thallid Omnivore,C,EN,Mathias Kollros
PLST,C18-46,"Thantis, the Warweaver",M,EN,Jehan Choo
PLST,THS-68,Thassa's Emissary,U,EN,Sam Burley
PLST,BOK-162,That Which Was Taken,R,EN,Adam Rex
PLST,XLN-249,Thaumatic Compass // Spires of Orazca,R,EN,Yeong-Hao Han
PLST,DOM-42,The Antiquities War,R,EN,Mark Tedin
PLST,KHM-205,The Bears of Littjara,R,EN,Randy Gallegos
PLST,THB-5,The Birth of Meletis,U,EN,Tyler Jacobson
PLST,AFR-4,The Book of Exalted Deeds,M,EN,Daniel Ljunggren
PLST,M15-215,The Chain Veil,M,EN,Volkan Baǵa
PLST,BBD-68,The Crowd Goes Wild,U,EN,Mike Burns
PLST,DOM-90,The Eldest Reborn,U,EN,Ravenna Tran
PLST,ONE-11,The Eternal Wanderer,R,EN,Alix Branwyn
PLST,DOM-123,The Flame of Keld,U,EN,Lake Hurwitz
PLST,SOI-245,The Gitrog Monster,M,EN,Jason Kang
PLST,ORI-179,The Great Aurora,M,EN,Sam Burley
PLST,RNA-273,The Haunt of Hightower,M,EN,Lius Lasahido
PLST,C20-219,The Locust God,M,EN,Lius Lasahido
PLST,MID-112,The Meathook Massacre,M,EN,Chris Seaman
PLST,DOM-173,The Mending of Dominaria,R,EN,Adam Paquette
PLST,DOM-57,The Mirari Conjecture,R,EN,James Arnold
PLST,TCMR-14,The Monarch,C,EN,Volkan Baǵa
PLST,DMC-8,The Reaver Cleaver,R,EN,Yigit Koroglu
PLST,EMN-147,Thermo-Alchemist,C,EN,Raymond Swanland
PLST,CSP-100,Thermopod,C,EN,Dan Dos Santos
PLST,ELD-199,The Royal Scions,M,EN,Paul Scott Canavan
PLST,GTC-248,Thespian's Stage,R,EN,John Avon
PLST,AFR-207,The Tarrasque,M,EN,Filip Burburan
PLST,DDS-13,The Unspeakable,R,EN,Daarken
PLST,WAR-37,The Wanderer,U,EN,Wesley Burt
PLST,KHM-275,The World Tree,R,EN,Anastasia Ovchinnikova
PLST,MMQ-218,Thieves' Auction,R,EN,Kevin Murphy
PLST,UDS-49,Thieving Magpie,U,EN,Una Fricker
PLST,POR-73,Thing from the Deep,R,EN,Paolo Parente
PLST,TSP-86,Think Twice,C,EN,Jim Nelson
PLST,M20-293,Thirsting Bloodlord,U,EN,Joseph Meehan
PLST,ORI-165,Thopter Engineer,U,EN,Steve Prescott
PLST,ARB-133,Thopter Foundry,U,EN,Ralph Horsley
PLST,C16-237,Thopter Foundry,U,EN,Ralph Horsley
PLST,ORI-121,Thornbow Archer,C,EN,Kev Walker
PLST,MH2-258,Thornglint Bridge,C,EN,Randy Gallegos
PLST,M19-204,Thornhide Wolves,C,EN,Scott Murphy
PLST,ELD-323,Thorn Mammoth,R,EN,Svetlin Velinov
PLST,CN2-48,Thorn of the Black Rose,C,EN,David Gaillet
PLST,MM3-142,Thornscape Battlemage,U,EN,Matt Cavotta
PLST,CMA-154,Thornweald Archer,C,EN,Dave Kendall
PLST,CMA-42,Thornwind Faeries,C,EN,Rebecca Guay
PLST,C18-287,Thornwood Falls,C,EN,Eytan Zana
PLST,MM2-64,Thoughtcast,C,EN,Greg Hildebrandt
PLST,RNA-57,Thought Collapse,C,EN,Sara Winters
PLST,5DN-38,Thought Courier,C,EN,Stephen Tappin
PLST,GRN-206,Thought Erasure,U,EN,Anna Steinbauer
PLST,OGW-9,Thought-Knot Seer,R,EN,Svetlin Velinov
PLST,IMA-76,Thought Scour,C,EN,David Rapoza
PLST,CMR-346,Thought Vessel,U,EN,rk post
PLST,C15-55,Thought Vessel,C,EN,rk post
PLST,CM2-224,Thought Vessel,C,EN,rk post
PLST,DDN-58,Thousand Winds,R,EN,Raymond Swanland
PLST,LRW-263,Thousand-Year Elixir,R,EN,Richard Sardinha
PLST,EMN-108,Thraben Foulbloods,C,EN,Deruchenko Alexander
PLST,SOI-44,Thraben Inspector,C,EN,Matt Stewart
PLST,EMN-48,Thraben Standard Bearer,C,EN,Volkan Baǵa
PLST,MH2-34,Thraben Watcher,U,EN,Bastien L. Deharme
PLST,IMA-230,Thran Dynamo,U,EN,Ron Spears
PLST,WTH-159,Thran Forge,U,EN,Mark Poole
PLST,PCA-114,Thran Golem,U,EN,Ron Spears
PLST,USG-329,Thran Quarry,R,EN,Michael Sutfin
PLST,ULG-134,Thran War Machine,U,EN,Pete Venters
PLST,RIX-148,Thrashing Brontodon,U,EN,Jakub Kasper
PLST,CMR-261,Three Visits,U,EN,Yeong-Hao Han
PLST,AKH-150,Thresher Lizard,C,EN,Craig J Spearing
PLST,ELD-146,Thrill of Possibility,C,EN,Steve Argyle
PLST,MM2-166,Thrive,C,EN,Daren Bader
PLST,BOK-88,Throat Slitter,U,EN,Paolo Parente
PLST,GTC-81,Thrull Parasite,U,EN,Clint Cearley
PLST,CM2-52,Thrummingbird,U,EN,Efrem Palacios
PLST,CSP-142,Thrumming Stone,R,EN,Rob Alexander
PLST,MBS-92,"Thrun, the Last Troll",M,EN,Jason Chan
PLST,MMQ-219,Thunderclap,C,EN,Tom Wänerstrand
PLST,WAR-73,Thunder Drake,C,EN,Yeong-Hao Han
PLST,ZNR-171,Thundering Sparkmage,U,EN,Billy Christian
PLST,XLN-210,Thundering Spineback,U,EN,Tomasz Jedruszek
PLST,STX-35,Thunderous Orator,U,EN,Brian Valeza
PLST,CLB-201,Thunderwave,U,EN,Durion
PLST,MMQ-108,Thwart,U,EN,Christopher Moeller
PLST,AFR-235,Tiamat,M,EN,Chris Rahn
PLST,TKHM-21,"Tibalt, Cosmic Impostor Emblem",C,EN,Yongjae Choi
PLST,WAR-146,"Tibalt, Rakish Instigator",U,EN,Chase Stone
PLST,WAR-147,Tibalt's Rager,U,EN,Yongjae Choi
PLST,DDT-20,Tidal Warrior,C,EN,Daren Bader
PLST,EMA-75,Tidal Wave,C,EN,Brian Snõddy
PLST,M21-79,Tide Skimmer,U,EN,Joseph Meehan
PLST,KLD-103,Tidy Conclusion,C,EN,Bastien L. Deharme
PLST,MOM-210,Timberland Ancient,C,EN,Pavel Kolomeyets
